crop,temperature,humidity,rainfall,wind_speed,soil_ph,n_content,p_content,k_content,crop_health_score,health_status,risk_level,primary_risk_factor
Orange,18.07,59.79,90.96,15.7,6.98,28.4,31.8,95.9,98.0,Healthy,Low,Optimal Conditions
Orange,23.97,59.51,61.23,12.39,5.04,60.8,30.4,41.3,98.0,Healthy,Low,Optimal Conditions
Orange,18.28,19.16,231.98,28.22,5.26,67.2,47.8,36.0,32.7,High Risk,High,Rainfall Deviation
Orange,18.31,70.29,89.1,17.65,5.9,104.4,49.1,79.3,98.0,Healthy,Low,Optimal Conditions
Orange,19.14,73.95,110.17,9.68,7.4,56.1,45.4,94.3,98.0,Healthy,Low,Optimal Conditions
Orange,22.54,63.2,88.1,6.85,5.04,130.3,38.3,25.7,98.0,Healthy,Low,Optimal Conditions
Orange,29.6,80.92,42.88,14.26,7.29,120.7,62.8,51.7,81.1,Healthy,Low,Rainfall Deviation
Orange,25.96,80.81,71.44,13.99,5.62,51.1,85.2,57.7,91.3,Healthy,Low,Humidity Deviation
Orange,21.43,88.16,38.05,24.97,6.17,99.4,40.4,45.9,67.5,At Risk,Moderate,Humidity Deviation
Orange,27.7,90.38,84.04,19.09,5.67,40.2,82.7,59.8,76.9,Healthy,Low,Humidity Deviation
Orange,39.35,18.85,235.38,39.19,5.78,101.8,67.4,118.3,5.0,High Risk,High,Rainfall Deviation
Orange,18.79,70.26,62.13,13.82,6.97,123.3,29.9,27.9,98.0,Healthy,Low,Optimal Conditions
Orange,26.61,55.94,155.48,25.2,7.16,43.4,16.3,50.0,88.2,Healthy,Low,Rainfall Deviation
Orange,27.31,71.81,77.81,11.37,5.26,69.5,27.2,55.2,98.0,Healthy,Low,Optimal Conditions
Orange,29.32,55.08,80.32,19.54,6.7,112.7,78.8,53.0,98.0,Healthy,Low,Optimal Conditions
Orange,23.75,68.05,82.25,11.72,7.06,24.3,36.8,66.3,98.0,Healthy,Low,Optimal Conditions
Orange,24.24,63.04,115.43,12.4,6.19,50.5,13.7,46.4,98.0,Healthy,Low,Optimal Conditions
Orange,29.57,59.09,114.67,18.29,6.66,123.5,80.2,96.5,98.0,Healthy,Low,Optimal Conditions
Orange,27.24,82.09,121.63,24.89,7.11,127.9,47.4,118.2,88.8,Healthy,Low,Humidity Deviation
Orange,16.85,94.24,184.25,41.82,6.85,59.6,19.4,48.2,35.5,High Risk,High,Humidity Deviation
Orange,30.69,43.47,152.43,11.77,5.97,124.5,69.1,113.2,75.4,Healthy,Low,Humidity Deviation
Orange,30.08,70.84,108.9,13.96,5.13,84.7,42.6,70.3,98.0,Healthy,Low,Optimal Conditions
Orange,27.94,66.35,94.73,20.08,5.99,39.7,23.1,62.3,98.0,Healthy,Low,Optimal Conditions
Orange,22.13,56.42,77.84,13.01,6.86,119.6,37.0,113.6,98.0,Healthy,Low,Optimal Conditions
Orange,19.13,73.5,92.39,10.27,7.25,113.1,76.6,45.7,98.0,Healthy,Low,Optimal Conditions
Orange,36.88,21.25,259.92,51.75,5.31,70.2,60.3,87.6,5.0,High Risk,High,Rainfall Deviation
Orange,17.58,79.72,119.58,19.34,6.08,78.5,35.6,28.7,91.5,Healthy,Low,Humidity Deviation
Orange,13.95,17.16,293.11,40.71,6.43,85.6,56.0,89.0,7.3,High Risk,High,Rainfall Deviation
Orange,25.73,82.47,102.82,22.02,6.66,86.0,30.5,111.4,88.8,Healthy,Low,Humidity Deviation
Orange,24.43,74.35,112.1,17.09,5.46,120.6,46.4,37.0,98.0,Healthy,Low,Optimal Conditions
Orange,40.62,88.43,9.12,56.0,6.59,112.1,61.6,16.8,5.0,High Risk,High,Temperature Deviation
Orange,36.71,50.67,55.3,25.29,6.27,84.1,43.3,32.5,73.2,At Risk,Moderate,Temperature Deviation
Orange,22.12,64.37,109.45,11.7,7.24,34.5,31.7,22.4,98.0,Healthy,Low,Optimal Conditions
Orange,16.32,80.54,146.21,14.79,6.49,98.6,68.1,118.8,77.1,Healthy,Low,Rainfall Deviation
Orange,20.58,74.43,65.58,24.98,6.24,125.9,76.8,29.2,98.0,Healthy,Low,Optimal Conditions
Orange,23.93,55.56,110.51,28.46,6.5,72.3,80.6,35.7,98.0,Healthy,Low,Optimal Conditions
Orange,25.91,60.83,119.86,11.78,5.13,41.1,52.6,72.8,98.0,Healthy,Low,Optimal Conditions
Orange,35.96,19.04,250.48,43.94,6.78,45.8,72.2,76.6,5.0,High Risk,High,Rainfall Deviation
Orange,20.28,59.91,105.55,8.76,6.71,85.5,53.7,104.5,98.0,Healthy,Low,Optimal Conditions
Orange,33.2,21.05,8.35,38.07,5.84,137.6,44.6,86.2,30.5,High Risk,High,Rainfall Deviation
Orange,34.38,45.17,124.67,13.78,6.35,42.2,38.4,113.2,77.1,Healthy,Low,Humidity Deviation
Orange,32.3,19.73,9.78,38.84,5.08,89.1,37.1,62.1,33.7,High Risk,High,Humidity Deviation
Orange,17.01,48.73,127.2,21.23,7.34,35.7,11.1,69.8,86.6,Healthy,Low,Humidity Deviation
Orange,17.8,91.73,46.75,26.7,5.22,126.5,24.0,117.9,66.5,At Risk,Moderate,Humidity Deviation
Orange,31.33,93.39,201.83,35.2,6.62,31.7,36.6,117.8,44.8,High Risk,High,Humidity Deviation
Orange,31.53,57.1,107.64,11.6,5.49,114.5,10.6,51.4,98.0,Healthy,Low,Optimal Conditions
Orange,35.82,86.24,90.61,11.45,7.47,68.1,23.7,113.2,67.8,At Risk,Moderate,Humidity Deviation
Orange,24.58,70.4,79.01,12.93,6.75,134.2,18.2,31.5,98.0,Healthy,Low,Optimal Conditions
Orange,17.46,91.08,87.67,26.8,6.19,28.8,20.0,81.0,74.0,At Risk,Moderate,Humidity Deviation
Orange,38.45,44.69,130.16,11.11,5.5,44.2,23.7,84.2,58.4,At Risk,Moderate,Temperature Deviation
Orange,12.47,13.16,3.59,34.15,7.27,77.1,54.3,26.6,17.7,High Risk,High,Rainfall Deviation
Orange,30.42,73.0,103.81,13.18,7.33,124.6,77.7,107.6,98.0,Healthy,Low,Optimal Conditions
Orange,28.02,75.27,89.51,19.32,5.6,33.8,26.7,75.1,98.0,Healthy,Low,Optimal Conditions
Orange,27.16,62.64,113.21,13.38,6.56,86.8,80.8,21.7,98.0,Healthy,Low,Optimal Conditions
Orange,27.82,70.36,86.02,10.28,5.69,48.1,83.0,46.0,98.0,Healthy,Low,Optimal Conditions
Orange,25.24,53.92,87.34,20.09,6.08,67.6,80.9,41.4,98.0,Healthy,Low,Optimal Conditions
Orange,40.01,88.97,1.18,31.72,5.27,122.7,24.3,106.5,12.7,High Risk,High,Rainfall Deviation
Orange,33.71,24.3,0.7,55.91,5.72,138.5,53.8,65.0,5.0,High Risk,High,Rainfall Deviation
Orange,5.42,17.02,6.19,45.88,6.79,121.1,51.9,103.8,5.0,High Risk,High,Temperature Deviation
Orange,34.01,82.03,58.22,28.63,6.25,78.7,54.3,28.4,80.4,Healthy,Low,Humidity Deviation
Orange,21.59,32.28,138.28,31.0,5.4,128.2,48.6,39.8,66.6,At Risk,Moderate,Humidity Deviation
Orange,37.0,88.85,5.72,27.52,6.27,82.2,28.2,19.8,27.6,High Risk,High,Rainfall Deviation
Orange,21.23,68.76,74.03,10.1,5.12,94.9,47.9,51.2,98.0,Healthy,Low,Optimal Conditions
Orange,19.81,74.66,43.24,19.97,5.68,108.9,34.6,90.7,90.2,Healthy,Low,Rainfall Deviation
Orange,21.22,71.12,82.27,6.68,7.4,41.3,22.0,52.6,98.0,Healthy,Low,Optimal Conditions
Orange,20.18,71.93,70.29,6.67,7.2,73.3,22.6,76.1,98.0,Healthy,Low,Optimal Conditions
Orange,23.98,66.81,117.43,9.9,6.91,35.9,44.7,38.4,98.0,Healthy,Low,Optimal Conditions
Orange,26.41,77.26,65.56,22.58,5.15,21.8,18.4,49.3,96.6,Healthy,Low,Optimal Conditions
Orange,27.86,86.86,91.2,18.99,6.39,81.7,42.5,97.7,82.2,Healthy,Low,Humidity Deviation
Orange,34.69,80.08,126.91,10.96,5.4,80.8,70.3,78.1,79.3,Healthy,Low,Temperature Deviation
Orange,16.41,90.09,244.41,29.08,7.36,31.4,57.8,111.7,31.8,High Risk,High,Rainfall Deviation
Orange,27.0,46.43,140.73,14.37,6.12,93.5,17.8,37.3,82.8,Healthy,Low,Humidity Deviation
Orange,20.81,48.51,49.65,10.17,6.06,68.1,43.8,79.3,86.2,Healthy,Low,Humidity Deviation
Orange,21.77,64.96,95.54,13.51,7.2,112.3,14.2,74.2,98.0,Healthy,Low,Optimal Conditions
Orange,23.05,74.16,87.41,15.79,7.42,38.1,14.4,47.9,98.0,Healthy,Low,Optimal Conditions
Orange,19.63,74.83,117.61,15.37,6.88,36.9,57.6,31.2,98.0,Healthy,Low,Optimal Conditions
Orange,22.83,67.28,64.78,6.55,6.52,96.3,37.2,30.4,98.0,Healthy,Low,Optimal Conditions
Orange,30.77,23.28,8.04,40.56,7.2,96.6,89.9,110.1,31.3,High Risk,High,Rainfall Deviation
Orange,18.55,55.1,98.65,18.74,6.11,124.9,55.3,25.3,98.0,Healthy,Low,Optimal Conditions
Orange,22.71,85.51,84.92,10.88,6.81,57.7,11.9,101.7,84.2,Healthy,Low,Humidity Deviation
Orange,21.0,61.81,107.3,14.37,5.66,40.2,18.8,30.7,98.0,Healthy,Low,Optimal Conditions
Orange,37.37,10.36,281.48,33.98,6.6,67.1,47.3,36.7,8.5,High Risk,High,Rainfall Deviation
Orange,22.83,68.66,105.99,13.89,5.98,90.0,66.4,94.3,98.0,Healthy,Low,Optimal Conditions
Orange,29.24,56.27,112.23,10.88,6.37,54.8,44.1,103.7,98.0,Healthy,Low,Optimal Conditions
Orange,25.9,67.94,68.78,16.67,7.5,38.6,71.4,30.4,98.0,Healthy,Low,Optimal Conditions
Orange,46.5,24.12,269.75,33.99,7.24,41.6,58.8,98.9,5.0,High Risk,High,Temperature Deviation
Orange,23.19,82.56,77.29,26.07,7.05,54.7,63.5,36.6,88.7,Healthy,Low,Humidity Deviation
Orange,26.11,70.66,64.97,7.72,5.23,96.1,16.4,24.8,98.0,Healthy,Low,Optimal Conditions
Orange,21.78,66.15,61.93,14.23,6.03,41.4,62.3,49.6,98.0,Healthy,Low,Optimal Conditions
Orange,43.75,95.6,0.53,32.57,6.67,45.4,57.5,85.2,5.0,High Risk,High,Temperature Deviation
Orange,18.1,32.21,51.08,10.35,5.81,120.4,69.5,22.1,67.4,At Risk,Moderate,Humidity Deviation
Orange,7.51,90.35,7.11,59.48,6.52,86.6,64.6,45.4,5.0,High Risk,High,Temperature Deviation
Orange,21.51,58.52,115.41,17.78,5.79,120.3,26.9,36.0,98.0,Healthy,Low,Optimal Conditions
Orange,26.8,41.48,157.6,10.51,5.03,45.2,73.9,24.4,71.2,At Risk,Moderate,Humidity Deviation
Orange,20.94,57.92,39.82,27.72,5.94,111.6,27.7,95.2,88.2,Healthy,Low,Rainfall Deviation
Orange,24.87,57.27,91.67,17.31,6.89,26.1,49.4,104.5,98.0,Healthy,Low,Optimal Conditions
Orange,28.58,56.05,45.14,17.27,5.87,24.5,85.4,35.6,91.3,Healthy,Low,Rainfall Deviation
Orange,25.73,55.95,110.27,18.14,5.99,136.6,35.9,42.3,98.0,Healthy,Low,Optimal Conditions
Orange,37.96,94.32,7.21,47.46,6.82,82.4,82.0,63.7,5.0,High Risk,High,Rainfall Deviation
Orange,29.4,73.53,147.99,13.92,5.88,22.0,14.0,52.2,90.7,Healthy,Low,Rainfall Deviation
Orange,38.88,80.18,40.06,11.21,5.6,24.5,78.0,66.4,53.1,At Risk,Moderate,Temperature Deviation
Orange,12.34,91.29,277.98,40.12,6.9,139.0,57.1,93.9,8.1,High Risk,High,Rainfall Deviation
Orange,30.05,63.41,116.11,16.15,6.77,54.8,73.7,26.1,98.0,Healthy,Low,Optimal Conditions
Orange,34.12,58.1,82.02,18.83,6.9,83.0,84.9,49.4,91.5,Healthy,Low,Temperature Deviation
Orange,31.58,69.75,106.35,9.44,6.33,57.6,30.8,71.2,98.0,Healthy,Low,Optimal Conditions
Orange,34.35,16.4,281.25,45.37,5.6,44.3,66.8,27.8,5.1,High Risk,High,Rainfall Deviation
Orange,31.17,60.07,79.4,14.5,6.1,87.1,21.6,85.6,98.0,Healthy,Low,Optimal Conditions
Orange,28.47,65.47,108.97,7.59,5.94,121.6,73.9,116.4,98.0,Healthy,Low,Optimal Conditions
Orange,25.55,55.36,117.91,7.63,7.26,101.4,84.9,41.1,98.0,Healthy,Low,Optimal Conditions
Orange,20.3,63.45,116.85,13.57,6.04,59.0,56.8,90.9,98.0,Healthy,Low,Optimal Conditions
Orange,21.23,66.7,81.93,19.91,6.1,72.1,77.2,41.4,98.0,Healthy,Low,Optimal Conditions
Orange,29.95,66.78,75.61,10.14,6.06,101.6,47.5,56.6,98.0,Healthy,Low,Optimal Conditions
Orange,24.36,88.57,31.48,19.41,6.63,104.5,81.4,103.3,63.0,At Risk,Moderate,Humidity Deviation
Orange,26.52,66.93,78.22,7.76,5.5,41.3,74.5,30.6,98.0,Healthy,Low,Optimal Conditions
Orange,21.05,69.26,69.5,5.36,5.94,56.6,41.8,94.2,98.0,Healthy,Low,Optimal Conditions
Orange,18.53,60.11,113.35,7.54,7.49,116.7,46.5,93.5,98.0,Healthy,Low,Optimal Conditions
Orange,34.74,56.42,37.3,16.49,5.66,121.8,61.3,113.7,75.8,Healthy,Low,Rainfall Deviation
Orange,18.73,68.52,76.0,15.19,6.81,56.5,86.2,96.3,98.0,Healthy,Low,Optimal Conditions
Orange,23.77,69.32,78.24,9.43,6.56,36.2,89.5,45.2,98.0,Healthy,Low,Optimal Conditions
Orange,21.14,67.87,63.63,18.92,5.76,131.3,30.3,68.9,98.0,Healthy,Low,Optimal Conditions
Orange,19.22,78.72,67.24,25.38,6.13,124.5,43.9,76.3,94.4,Healthy,Low,Humidity Deviation
Orange,25.18,59.46,73.51,9.2,5.11,39.6,43.9,28.8,98.0,Healthy,Low,Optimal Conditions
Orange,31.55,63.54,84.22,9.02,6.28,91.5,43.5,56.3,98.0,Healthy,Low,Optimal Conditions
Orange,38.88,35.36,60.33,11.69,5.23,135.6,85.5,73.6,48.9,High Risk,High,Temperature Deviation
Orange,26.17,70.27,60.5,17.34,6.16,75.6,44.7,87.6,98.0,Healthy,Low,Optimal Conditions
Orange,26.49,55.88,108.68,17.23,5.78,32.7,69.8,64.4,98.0,Healthy,Low,Optimal Conditions
Orange,33.4,17.48,289.25,42.14,5.74,21.3,58.8,75.6,13.7,High Risk,High,Rainfall Deviation
Orange,24.15,50.35,67.94,21.72,6.3,77.0,29.6,83.7,94.4,Healthy,Low,Humidity Deviation
Orange,21.89,38.43,143.99,17.78,7.34,64.2,13.2,82.0,72.1,At Risk,Moderate,Humidity Deviation
Orange,20.15,73.69,98.23,19.11,6.46,27.7,12.4,109.6,98.0,Healthy,Low,Optimal Conditions
Orange,26.61,60.96,101.26,9.27,5.09,107.7,34.9,72.8,98.0,Healthy,Low,Optimal Conditions
Orange,35.8,91.08,49.62,26.84,5.84,134.7,59.9,65.7,54.6,At Risk,Moderate,Humidity Deviation
Orange,21.35,68.0,95.52,10.37,7.29,111.4,30.8,114.1,98.0,Healthy,Low,Optimal Conditions
Orange,14.43,46.57,32.35,24.93,7.24,80.5,49.5,119.1,61.3,At Risk,Moderate,Rainfall Deviation
Orange,21.23,82.58,64.25,13.78,7.35,112.7,12.7,67.7,88.6,Healthy,Low,Humidity Deviation
Orange,22.0,96.78,95.86,10.27,5.7,73.7,35.5,73.0,67.3,At Risk,Moderate,Humidity Deviation
Orange,39.52,89.21,56.41,31.21,5.92,78.9,29.9,41.6,46.5,High Risk,High,Temperature Deviation
Orange,30.95,62.93,93.14,13.19,6.46,118.4,82.1,36.9,98.0,Healthy,Low,Optimal Conditions
Orange,40.27,24.78,226.17,57.59,6.57,80.8,59.6,16.4,5.0,High Risk,High,Rainfall Deviation
Orange,23.37,88.28,120.73,15.39,7.14,125.9,38.5,35.5,79.8,Healthy,Low,Humidity Deviation
Orange,34.61,47.17,107.5,22.06,5.23,42.8,53.0,116.1,80.2,Healthy,Low,Temperature Deviation
Orange,30.77,72.97,111.43,10.66,6.23,68.4,85.8,69.7,98.0,Healthy,Low,Optimal Conditions
Orange,21.84,64.24,117.21,13.53,6.74,30.6,80.2,71.6,98.0,Healthy,Low,Optimal Conditions
Orange,32.57,92.49,0.67,48.08,6.82,21.3,20.7,52.6,17.2,High Risk,High,Rainfall Deviation
Orange,26.83,82.09,140.07,16.67,6.57,92.2,41.3,45.2,82.7,Healthy,Low,Humidity Deviation
Orange,21.04,68.06,113.15,10.77,5.3,21.5,42.5,39.4,98.0,Healthy,Low,Optimal Conditions
Orange,21.38,68.28,98.31,18.68,6.75,39.8,70.1,34.0,98.0,Healthy,Low,Optimal Conditions
Orange,30.51,49.56,139.18,29.1,6.93,45.1,27.3,42.2,87.1,Healthy,Low,Humidity Deviation
Orange,11.08,88.64,251.42,29.08,6.59,52.3,62.1,63.0,15.3,High Risk,High,Rainfall Deviation
Orange,21.46,59.39,69.88,12.03,7.39,99.0,76.9,118.0,98.0,Healthy,Low,Optimal Conditions
Orange,29.62,92.4,113.07,22.71,5.47,58.9,24.3,103.7,73.9,At Risk,Moderate,Humidity Deviation
Orange,24.57,50.96,118.66,28.29,5.65,34.9,85.9,89.0,95.1,Healthy,Low,Optimal Conditions
Orange,29.48,70.74,110.25,9.14,6.12,103.2,41.3,22.3,98.0,Healthy,Low,Optimal Conditions
Orange,26.36,62.5,60.32,16.5,6.04,57.7,67.1,62.8,98.0,Healthy,Low,Optimal Conditions
Orange,16.18,85.18,27.35,21.36,6.03,112.1,67.8,114.8,59.3,At Risk,Moderate,Rainfall Deviation
Orange,30.13,90.72,270.63,56.35,6.45,62.2,51.1,42.4,11.4,High Risk,High,Rainfall Deviation
Orange,25.31,75.81,136.41,14.11,6.56,27.8,54.2,29.8,93.3,Healthy,Low,Rainfall Deviation
Orange,25.79,92.95,41.76,28.59,7.31,100.3,18.3,50.9,62.4,At Risk,Moderate,Humidity Deviation
Orange,13.06,95.76,0.48,44.38,5.1,128.1,44.3,109.6,5.0,High Risk,High,Rainfall Deviation
Orange,20.27,73.17,116.3,16.5,5.56,40.6,69.8,81.7,98.0,Healthy,Low,Optimal Conditions
Orange,8.8,21.58,260.3,58.98,5.68,126.5,84.2,90.6,5.0,High Risk,High,Rainfall Deviation
Orange,42.61,20.75,5.41,41.7,7.36,64.3,67.8,85.4,5.0,High Risk,High,Temperature Deviation
Orange,19.81,40.14,90.46,15.29,6.86,41.2,62.9,109.0,82.2,Healthy,Low,Humidity Deviation
Orange,31.72,55.59,60.68,17.86,6.77,32.7,85.0,85.6,98.0,Healthy,Low,Optimal Conditions
Orange,30.05,64.62,76.69,17.38,6.85,94.8,81.9,105.4,98.0,Healthy,Low,Optimal Conditions
Orange,30.3,62.48,85.91,19.58,6.9,58.6,61.8,71.6,98.0,Healthy,Low,Optimal Conditions
Orange,30.43,71.44,106.66,13.39,5.55,126.1,38.2,17.1,98.0,Healthy,Low,Optimal Conditions
Orange,10.97,10.97,264.98,44.02,7.46,120.5,74.9,35.3,5.0,High Risk,High,Rainfall Deviation
Orange,21.08,98.9,7.07,29.66,5.32,124.0,44.6,73.8,34.1,High Risk,High,Humidity Deviation
Orange,15.6,98.65,6.8,55.78,5.08,126.0,50.6,97.5,5.0,High Risk,High,Humidity Deviation
Orange,36.24,21.12,9.49,28.91,5.82,85.0,66.1,91.7,23.6,High Risk,High,Humidity Deviation
Orange,18.19,68.88,114.55,16.96,6.56,137.3,44.6,70.1,98.0,Healthy,Low,Optimal Conditions
Orange,31.24,66.67,83.45,5.67,5.91,20.4,35.9,114.9,98.0,Healthy,Low,Optimal Conditions
Orange,25.64,58.73,107.0,13.44,5.51,123.9,72.7,114.9,98.0,Healthy,Low,Optimal Conditions
Orange,24.4,75.0,108.67,17.47,6.55,105.5,74.4,24.7,98.0,Healthy,Low,Optimal Conditions
Orange,26.36,86.95,117.48,10.04,5.57,32.2,35.8,39.8,82.1,Healthy,Low,Humidity Deviation
Orange,29.32,52.68,118.03,31.68,7.34,85.1,17.4,88.0,97.2,Healthy,Low,Optimal Conditions
Orange,7.82,15.57,9.5,33.15,7.23,134.7,56.1,54.1,5.0,High Risk,High,Temperature Deviation
Orange,23.67,42.91,114.66,27.64,6.13,82.9,31.7,92.3,85.5,Healthy,Low,Humidity Deviation
Orange,18.94,58.31,67.71,11.54,5.16,116.8,82.6,41.1,98.0,Healthy,Low,Optimal Conditions
Orange,26.86,41.9,153.04,27.05,5.03,132.3,79.3,43.5,73.3,At Risk,Moderate,Humidity Deviation
Orange,30.59,68.77,74.22,15.71,6.5,57.1,54.5,70.4,98.0,Healthy,Low,Optimal Conditions
Orange,36.09,74.01,136.13,11.76,5.73,132.8,27.9,64.6,78.3,Healthy,Low,Temperature Deviation
Orange,19.21,58.62,77.2,11.95,7.19,81.9,62.2,59.7,98.0,Healthy,Low,Optimal Conditions
Orange,17.66,92.99,9.05,51.02,7.21,39.4,78.3,97.8,18.1,High Risk,High,Rainfall Deviation
Orange,34.11,87.15,74.74,16.37,5.03,72.7,78.9,102.8,73.4,At Risk,Moderate,Humidity Deviation
Orange,18.01,84.28,70.07,12.23,7.04,29.0,45.3,66.2,86.1,Healthy,Low,Humidity Deviation
Orange,18.92,64.01,78.68,17.24,6.03,32.7,22.6,85.7,98.0,Healthy,Low,Optimal Conditions
Orange,37.55,13.23,4.86,37.48,5.59,46.4,13.2,34.4,11.9,High Risk,High,Rainfall Deviation
Orange,40.99,90.42,1.78,46.43,5.85,75.7,78.3,58.6,5.0,High Risk,High,Temperature Deviation
Orange,39.83,17.79,0.84,49.37,5.94,113.1,86.6,87.3,5.0,High Risk,High,Rainfall Deviation
Orange,29.15,67.19,112.66,15.7,6.92,100.1,17.4,65.9,98.0,Healthy,Low,Optimal Conditions
Orange,24.27,69.33,85.28,5.02,5.92,28.1,72.4,97.3,98.0,Healthy,Low,Optimal Conditions
Orange,36.57,92.42,233.74,49.48,5.27,87.2,36.5,117.0,5.0,High Risk,High,Rainfall Deviation
Orange,18.57,61.63,78.76,5.08,6.22,128.7,74.2,86.9,98.0,Healthy,Low,Optimal Conditions
Orange,21.25,61.85,67.38,6.49,6.44,117.7,18.0,50.2,98.0,Healthy,Low,Optimal Conditions
Orange,22.35,71.61,62.09,14.71,5.15,71.2,47.9,57.2,98.0,Healthy,Low,Optimal Conditions
Orange,19.01,59.67,113.07,15.88,6.67,107.1,86.8,104.2,98.0,Healthy,Low,Optimal Conditions
Papaya,41.21,20.12,3.14,46.97,6.2,22.5,70.5,27.6,5.0,High Risk,High,Rainfall Deviation
Papaya,34.88,88.1,306.27,39.52,6.91,55.2,20.6,28.9,41.0,High Risk,High,Rainfall Deviation
Papaya,23.38,64.41,126.32,8.85,6.19,26.3,81.4,29.5,98.0,Healthy,Low,Optimal Conditions
Papaya,26.55,75.44,118.68,10.74,6.89,91.6,16.3,47.8,98.0,Healthy,Low,Optimal Conditions
Papaya,37.45,92.06,1.05,28.05,6.49,117.4,84.3,73.8,33.6,High Risk,High,Rainfall Deviation
Papaya,30.73,75.93,95.7,15.16,7.36,106.3,43.2,61.5,98.0,Healthy,Low,Optimal Conditions
Papaya,28.31,76.05,158.28,10.99,6.37,26.6,72.0,90.2,98.0,Healthy,Low,Optimal Conditions
Papaya,30.51,72.46,141.52,9.71,6.8,95.1,17.2,44.5,98.0,Healthy,Low,Optimal Conditions
Papaya,47.94,23.39,3.48,36.96,6.43,127.0,74.5,115.0,5.0,High Risk,High,Temperature Deviation
Papaya,23.81,78.21,119.45,18.34,6.96,125.0,62.4,100.3,98.0,Healthy,Low,Optimal Conditions
Papaya,33.62,63.62,81.96,12.96,6.92,106.0,37.1,94.2,98.0,Healthy,Low,Optimal Conditions
Papaya,15.02,91.82,259.58,33.99,7.28,116.7,88.7,27.5,32.9,High Risk,High,Rainfall Deviation
Papaya,27.08,45.55,163.58,21.89,5.92,95.0,18.8,65.5,81.8,Healthy,Low,Humidity Deviation
Papaya,27.02,50.39,123.98,19.98,6.65,53.8,31.9,66.7,88.5,Healthy,Low,Humidity Deviation
Papaya,22.93,67.07,100.38,17.74,7.18,37.0,68.4,62.3,98.0,Healthy,Low,Optimal Conditions
Papaya,34.57,95.25,244.94,32.93,5.69,52.1,13.8,22.3,53.6,At Risk,Moderate,Humidity Deviation
Papaya,23.9,64.96,154.99,13.64,6.35,87.7,10.5,108.9,98.0,Healthy,Low,Optimal Conditions
Papaya,30.26,63.66,76.17,15.69,6.39,44.4,66.8,110.4,98.0,Healthy,Low,Optimal Conditions
Papaya,28.68,74.65,152.58,10.38,7.31,119.1,52.0,42.0,98.0,Healthy,Low,Optimal Conditions
Papaya,24.0,81.25,133.43,26.36,6.19,103.0,84.6,106.3,98.0,Healthy,Low,Optimal Conditions
Papaya,22.19,55.79,167.63,12.44,7.07,119.1,11.5,102.2,93.0,Healthy,Low,Humidity Deviation
Papaya,23.01,61.69,101.7,25.12,6.84,106.6,79.8,38.9,98.0,Healthy,Low,Optimal Conditions
Papaya,20.28,88.21,97.03,30.24,7.15,35.3,15.3,21.1,81.7,Healthy,Low,Humidity Deviation
Papaya,13.23,96.47,3.46,42.5,6.26,102.3,13.3,80.6,5.0,High Risk,High,Rainfall Deviation
Papaya,17.42,89.58,144.28,17.87,7.46,85.3,44.2,40.7,69.6,At Risk,Moderate,Temperature Deviation
Papaya,36.16,89.3,302.9,30.8,6.25,138.6,90.0,89.6,41.7,High Risk,High,Rainfall Deviation
Papaya,44.76,16.61,0.93,45.99,6.66,32.7,84.3,99.3,5.0,High Risk,High,Temperature Deviation
Papaya,23.1,82.1,93.14,29.24,5.86,112.2,13.9,49.3,96.8,Healthy,Low,Optimal Conditions
Papaya,32.99,63.56,126.29,7.47,6.45,69.6,13.3,101.7,98.0,Healthy,Low,Optimal Conditions
Papaya,30.35,52.31,79.56,13.73,6.88,75.8,19.1,16.9,90.6,Healthy,Low,Humidity Deviation
Papaya,29.95,89.01,177.74,24.09,6.22,71.9,66.3,71.1,82.0,Healthy,Low,Humidity Deviation
Papaya,40.68,91.03,5.05,55.62,7.42,93.5,81.6,45.6,5.0,High Risk,High,Rainfall Deviation
Papaya,27.6,61.79,145.98,6.79,7.1,130.7,55.4,32.4,98.0,Healthy,Low,Optimal Conditions
Papaya,23.67,62.38,140.49,10.9,5.5,25.8,75.4,80.1,98.0,Healthy,Low,Optimal Conditions
Papaya,37.6,95.7,367.87,44.95,7.19,25.3,50.6,104.4,7.1,High Risk,High,Rainfall Deviation
Papaya,25.31,78.4,86.52,14.1,6.51,38.2,13.4,67.8,98.0,Healthy,Low,Optimal Conditions
Papaya,23.56,88.66,86.7,23.3,6.02,101.4,37.8,21.8,87.0,Healthy,Low,Humidity Deviation
Papaya,26.67,79.93,140.81,9.19,7.02,62.9,58.6,95.3,98.0,Healthy,Low,Optimal Conditions
Papaya,20.68,53.09,189.6,13.05,6.3,84.5,20.0,53.7,79.7,Healthy,Low,Humidity Deviation
Papaya,33.51,75.03,129.66,8.07,6.17,37.3,52.9,101.2,98.0,Healthy,Low,Optimal Conditions
Papaya,23.24,64.59,137.13,18.41,7.01,83.0,18.4,94.3,98.0,Healthy,Low,Optimal Conditions
Papaya,26.17,66.16,108.74,9.94,7.04,40.6,77.7,105.1,98.0,Healthy,Low,Optimal Conditions
Papaya,18.28,91.1,138.66,20.19,6.46,109.2,88.0,34.5,70.3,At Risk,Moderate,Humidity Deviation
Papaya,29.87,77.69,125.2,6.2,6.34,98.6,36.2,103.7,98.0,Healthy,Low,Optimal Conditions
Papaya,26.37,78.33,125.88,5.09,5.99,110.4,14.2,119.3,98.0,Healthy,Low,Optimal Conditions
