crop,temperature,humidity,rainfall,wind_speed,soil_ph,n_content,p_content,k_content,crop_health_score,health_status,risk_level,primary_risk_factor
Tomato,26.62,57.81,66.2,18.72,7.45,51.5,27.0,23.5,98.0,Healthy,Low,Optimal Conditions
Tomato,27.96,34.72,38.29,14.11,6.21,48.3,29.6,79.8,80.2,Healthy,Low,Humidity Deviation
Tomato,24.77,68.96,71.92,16.27,7.0,59.7,11.2,20.8,98.0,Healthy,Low,Optimal Conditions
Tomato,24.9,68.13,87.94,5.39,7.48,58.7,77.4,33.9,98.0,Healthy,Low,Optimal Conditions
Tomato,21.78,67.18,51.04,7.31,7.32,132.6,11.0,91.4,98.0,Healthy,Low,Optimal Conditions
Tomato,21.75,59.38,61.34,12.72,6.66,75.9,66.1,90.5,98.0,Healthy,Low,Optimal Conditions
Tomato,19.42,62.81,78.65,14.57,6.68,47.5,61.6,50.2,98.0,Healthy,Low,Optimal Conditions
Tomato,6.65,92.58,5.25,44.83,6.81,56.9,20.1,94.9,5.0,High Risk,High,Temperature Deviation
Tomato,35.42,89.27,199.93,51.55,6.7,61.7,25.0,51.5,5.0,High Risk,High,Rainfall Deviation
Tomato,15.26,89.16,31.47,17.38,7.47,82.6,21.3,38.1,54.2,At Risk,Moderate,Humidity Deviation
Tomato,27.96,35.41,101.73,12.96,7.2,91.1,84.5,107.0,77.3,Healthy,Low,Humidity Deviation
Tomato,20.18,37.5,67.17,11.96,6.04,112.2,78.2,96.8,85.0,Healthy,Low,Humidity Deviation
Tomato,17.33,86.16,73.07,10.45,7.45,28.0,81.9,47.9,73.4,At Risk,Moderate,Humidity Deviation
Tomato,22.04,36.25,56.37,12.64,7.26,113.5,25.3,87.9,83.5,Healthy,Low,Humidity Deviation
Tomato,30.87,83.26,65.68,18.26,7.26,134.1,67.3,66.7,68.6,At Risk,Moderate,Humidity Deviation
Tomato,25.92,45.2,101.42,24.92,6.87,46.1,88.7,103.4,89.2,Healthy,Low,Humidity Deviation
Tomato,27.26,70.99,109.61,14.38,7.25,45.1,60.1,23.5,89.8,Healthy,Low,Rainfall Deviation
Tomato,15.35,97.6,0.42,28.86,7.08,40.2,37.6,94.9,21.1,High Risk,High,Humidity Deviation
Tomato,35.28,15.88,1.93,34.94,5.75,130.6,23.8,75.2,7.6,High Risk,High,Rainfall Deviation
Tomato,21.27,39.28,26.5,18.99,5.61,86.1,34.6,71.0,75.3,Healthy,Low,Humidity Deviation
Tomato,27.33,67.89,49.5,10.15,6.73,31.5,38.4,41.4,98.0,Healthy,Low,Optimal Conditions
Tomato,5.64,93.88,9.69,45.07,5.8,57.4,74.0,69.9,5.0,High Risk,High,Temperature Deviation
Tomato,19.03,58.62,56.87,14.84,7.35,49.7,78.4,111.6,98.0,Healthy,Low,Optimal Conditions
Tomato,18.17,13.66,162.13,52.02,6.53,93.2,67.9,17.6,12.9,High Risk,High,Rainfall Deviation
Tomato,20.49,80.96,54.78,20.66,5.95,84.5,85.5,58.0,83.6,Healthy,Low,Humidity Deviation
Tomato,13.96,47.69,61.48,29.35,6.66,73.4,72.0,92.7,83.1,Healthy,Low,Temperature Deviation
Tomato,26.77,47.14,52.04,14.96,7.45,66.8,82.8,38.7,96.6,Healthy,Low,Optimal Conditions
Tomato,24.17,65.59,68.34,8.45,5.58,94.2,20.5,51.0,98.0,Healthy,Low,Optimal Conditions
Tomato,28.44,82.68,77.28,10.37,6.54,60.2,10.1,47.3,79.2,Healthy,Low,Humidity Deviation
Tomato,21.93,52.64,65.38,15.39,6.76,116.5,46.2,69.5,98.0,Healthy,Low,Optimal Conditions
Tomato,13.23,17.69,165.47,48.29,6.79,49.6,41.6,86.7,5.0,High Risk,High,Rainfall Deviation
Tomato,39.86,15.99,166.95,41.39,7.22,80.5,64.7,76.7,5.0,High Risk,High,Temperature Deviation
Tomato,9.45,12.27,0.43,36.06,7.03,22.7,52.1,41.3,5.0,High Risk,High,Rainfall Deviation
Tomato,26.84,53.99,81.12,11.2,5.53,107.9,57.7,51.1,98.0,Healthy,Low,Optimal Conditions
Tomato,18.74,68.83,64.7,6.28,7.24,53.5,26.3,44.5,98.0,Healthy,Low,Optimal Conditions
Tomato,29.37,43.8,54.95,19.31,5.77,39.3,16.2,36.5,87.1,Healthy,Low,Humidity Deviation
Tomato,27.91,61.88,81.63,30.31,6.15,113.8,29.7,85.3,98.0,Healthy,Low,Optimal Conditions
Tomato,23.09,63.48,69.44,13.64,5.63,49.9,55.7,16.9,98.0,Healthy,Low,Optimal Conditions
Tomato,20.29,55.0,66.78,13.73,7.32,66.3,84.1,83.5,98.0,Healthy,Low,Optimal Conditions
Tomato,36.54,21.41,221.27,29.81,7.5,25.9,45.3,62.5,5.0,High Risk,High,Rainfall Deviation
Tomato,23.71,53.0,79.2,9.99,6.68,105.9,81.1,102.8,98.0,Healthy,Low,Optimal Conditions
Tomato,27.57,75.24,50.57,28.98,6.84,121.1,30.0,108.3,92.1,Healthy,Low,Humidity Deviation
Tomato,22.24,86.61,53.93,15.7,6.19,138.9,39.9,94.9,75.1,Healthy,Low,Humidity Deviation
Tomato,31.47,91.61,70.69,22.03,7.49,87.9,13.6,98.6,53.7,At Risk,Moderate,Humidity Deviation
Tomato,19.54,67.25,49.9,18.81,6.38,109.1,53.8,41.9,98.0,Healthy,Low,Optimal Conditions
Tomato,14.66,30.45,56.56,21.25,6.91,43.1,65.1,43.6,64.8,At Risk,Moderate,Humidity Deviation
Tomato,3.56,91.45,6.54,57.07,6.31,101.3,68.2,86.7,5.0,High Risk,High,Temperature Deviation
Tomato,34.41,92.56,197.42,47.46,6.93,89.9,21.5,61.8,5.0,High Risk,High,Rainfall Deviation
Tomato,22.96,67.41,78.79,6.26,7.28,76.6,69.5,29.7,98.0,Healthy,Low,Optimal Conditions
Tomato,21.88,64.12,65.01,26.57,6.89,78.5,39.2,54.4,98.0,Healthy,Low,Optimal Conditions
Tomato,12.21,42.2,61.32,18.64,6.84,76.4,40.7,27.5,70.4,At Risk,Moderate,Temperature Deviation
Tomato,19.0,66.15,46.76,13.93,6.19,47.1,61.2,63.0,98.0,Healthy,Low,Optimal Conditions
Tomato,23.93,59.83,55.17,13.39,6.84,23.2,47.3,21.1,98.0,Healthy,Low,Optimal Conditions
Tomato,23.61,67.32,84.14,6.05,6.34,90.0,21.8,95.4,98.0,Healthy,Low,Optimal Conditions
Tomato,15.27,41.0,69.7,13.88,6.32,33.4,45.3,52.2,79.7,Healthy,Low,Humidity Deviation
Tomato,24.42,69.02,50.36,15.68,6.98,79.8,81.8,116.5,98.0,Healthy,Low,Optimal Conditions
Tomato,24.51,63.24,60.18,9.75,7.37,114.8,19.2,27.6,98.0,Healthy,Low,Optimal Conditions
Tomato,41.89,96.38,3.74,54.78,7.41,45.3,50.3,86.5,5.0,High Risk,High,Temperature Deviation
Tomato,24.0,55.15,56.67,11.62,6.56,73.9,49.5,46.4,98.0,Healthy,Low,Optimal Conditions
Tomato,18.47,53.92,69.1,16.79,5.84,33.0,69.9,47.0,98.0,Healthy,Low,Optimal Conditions
Tomato,11.12,94.19,1.18,43.25,6.05,45.2,17.0,31.4,5.0,High Risk,High,Humidity Deviation
Tomato,22.03,74.86,42.96,28.0,7.33,44.3,53.4,81.9,92.7,Healthy,Low,Humidity Deviation
Tomato,15.24,81.93,52.48,12.63,7.37,55.0,80.3,44.7,72.5,At Risk,Moderate,Humidity Deviation
Tomato,34.0,13.61,6.39,58.57,5.51,25.7,21.8,51.6,5.0,High Risk,High,Humidity Deviation
Tomato,11.29,92.28,176.2,59.27,7.09,138.6,81.4,58.7,5.0,High Risk,High,Rainfall Deviation
Tomato,11.79,55.21,78.36,10.73,6.53,43.6,70.6,82.3,78.2,Healthy,Low,Temperature Deviation
Tomato,15.82,18.48,186.64,57.78,6.13,38.7,15.9,92.5,5.0,High Risk,High,Rainfall Deviation
Tomato,27.09,30.92,80.13,24.31,6.21,135.7,84.9,104.0,77.1,Healthy,Low,Humidity Deviation
Tomato,6.09,92.42,7.16,47.69,6.29,127.3,77.7,40.4,5.0,High Risk,High,Temperature Deviation
Tomato,28.35,33.89,74.75,24.38,5.65,92.4,84.5,104.3,79.3,Healthy,Low,Humidity Deviation
Tomato,27.93,63.97,48.11,5.19,5.84,120.6,11.7,39.5,98.0,Healthy,Low,Optimal Conditions
Tomato,19.26,78.61,68.7,22.02,6.18,53.2,36.9,82.1,87.1,Healthy,Low,Humidity Deviation
Tomato,27.13,59.32,56.28,16.48,5.53,71.8,38.4,50.5,98.0,Healthy,Low,Optimal Conditions
Tomato,18.31,53.04,47.09,19.83,5.54,40.0,87.9,81.0,98.0,Healthy,Low,Optimal Conditions
Tomato,29.89,89.65,107.91,18.76,6.14,126.5,13.9,29.3,55.0,At Risk,Moderate,Humidity Deviation
Tomato,26.43,50.21,83.08,11.77,5.51,68.2,24.9,80.6,98.0,Healthy,Low,Optimal Conditions
Tomato,17.26,41.78,59.18,25.56,7.34,105.6,56.8,109.8,87.5,Healthy,Low,Humidity Deviation
Tomato,11.9,89.65,148.0,57.21,6.35,63.8,74.2,70.6,5.0,High Risk,High,Humidity Deviation
Tomato,19.41,81.58,63.77,13.91,6.56,62.7,19.9,20.2,82.6,Healthy,Low,Humidity Deviation
Tomato,31.99,47.36,73.8,25.1,5.93,105.1,84.8,74.3,80.9,Healthy,Low,Temperature Deviation
Tomato,33.44,88.81,70.3,18.62,6.23,85.1,86.6,109.4,50.0,At Risk,Moderate,Humidity Deviation
Tomato,26.93,73.13,75.06,19.64,6.22,87.9,29.0,118.8,95.3,Healthy,Low,Optimal Conditions
Tomato,27.78,73.92,101.68,18.29,7.32,114.7,70.0,116.9,88.9,Healthy,Low,Humidity Deviation
Tomato,24.11,68.2,79.54,13.45,5.65,98.3,52.1,34.3,98.0,Healthy,Low,Optimal Conditions
Tomato,40.36,12.75,143.5,50.28,7.13,122.4,16.2,51.0,5.0,High Risk,High,Temperature Deviation
Tomato,15.05,73.91,70.28,23.66,6.35,126.7,28.8,22.7,83.8,Healthy,Low,Temperature Deviation
Tomato,32.76,74.64,39.62,27.12,7.29,106.9,47.2,24.1,73.7,At Risk,Moderate,Temperature Deviation
Tomato,21.74,59.28,70.46,5.1,7.48,63.7,77.8,71.2,98.0,Healthy,Low,Optimal Conditions
Tomato,25.98,64.2,66.37,12.72,5.67,98.7,82.9,24.8,98.0,Healthy,Low,Optimal Conditions
Tomato,27.02,55.69,72.7,13.02,6.69,69.9,34.0,20.1,98.0,Healthy,Low,Optimal Conditions
Tomato,22.59,64.1,74.41,26.87,7.38,71.3,71.9,64.4,98.0,Healthy,Low,Optimal Conditions
Tomato,25.39,65.96,50.14,9.58,6.49,42.4,84.3,77.1,98.0,Healthy,Low,Optimal Conditions
Tomato,19.84,69.09,76.91,16.02,5.64,127.4,45.5,84.3,98.0,Healthy,Low,Optimal Conditions
Tomato,36.85,96.26,170.86,44.28,5.72,54.7,26.6,56.6,5.0,High Risk,High,Rainfall Deviation
Tomato,18.32,63.14,70.51,15.63,6.82,33.7,33.3,28.6,98.0,Healthy,Low,Optimal Conditions
Tomato,36.22,89.24,158.81,49.72,5.76,96.7,48.2,118.7,5.0,High Risk,High,Temperature Deviation
Tomato,17.18,85.47,66.75,19.58,6.36,121.1,74.4,91.8,73.9,At Risk,Moderate,Humidity Deviation
Tomato,27.96,28.91,71.74,20.71,5.89,123.3,30.3,81.5,74.7,At Risk,Moderate,Humidity Deviation
Tomato,22.05,67.99,48.3,14.95,5.91,69.9,53.2,75.6,98.0,Healthy,Low,Optimal Conditions
Tomato,23.41,54.82,60.61,15.54,6.29,138.0,29.6,54.5,98.0,Healthy,Low,Optimal Conditions
Tomato,19.1,59.8,58.93,15.42,7.14,85.3,12.6,80.0,98.0,Healthy,Low,Optimal Conditions
Tomato,24.16,63.7,49.89,17.29,7.32,117.6,34.4,76.6,98.0,Healthy,Low,Optimal Conditions
Tomato,10.99,89.79,7.61,30.61,6.08,93.8,54.0,97.4,17.4,High Risk,High,Humidity Deviation
Tomato,24.54,55.82,69.34,14.08,5.74,85.8,11.0,67.6,98.0,Healthy,Low,Optimal Conditions
Tomato,23.33,76.22,82.16,22.09,5.66,133.2,18.0,104.8,90.7,Healthy,Low,Humidity Deviation
Tomato,26.82,50.39,77.89,10.43,6.98,68.2,15.7,95.6,98.0,Healthy,Low,Optimal Conditions
Tomato,27.22,51.02,63.97,15.85,6.29,46.1,70.7,97.4,98.0,Healthy,Low,Optimal Conditions
Tomato,11.68,88.43,173.53,31.29,6.58,104.6,64.3,79.3,13.1,High Risk,High,Rainfall Deviation
Tomato,26.37,58.51,51.07,6.29,6.33,94.2,63.2,116.1,98.0,Healthy,Low,Optimal Conditions
Tomato,27.86,63.09,62.71,18.32,6.89,61.8,80.7,85.0,98.0,Healthy,Low,Optimal Conditions
Tomato,28.23,80.25,62.77,14.98,7.3,137.6,61.8,111.3,83.7,Healthy,Low,Humidity Deviation
Tomato,30.84,75.3,57.78,17.15,7.08,60.9,30.5,107.3,80.7,Healthy,Low,Temperature Deviation
Tomato,22.11,75.6,72.67,12.69,6.49,53.2,55.5,62.4,91.6,Healthy,Low,Humidity Deviation
Tomato,19.12,52.82,81.05,18.29,5.97,33.6,14.3,78.9,98.0,Healthy,Low,Optimal Conditions
Tomato,18.48,75.33,42.93,24.3,7.22,35.8,75.1,100.3,92.0,Healthy,Low,Humidity Deviation
Tomato,14.44,37.02,66.08,22.44,7.3,79.5,85.3,108.6,72.0,At Risk,Moderate,Humidity Deviation
Tomato,18.73,51.1,66.46,21.67,6.61,79.3,42.8,41.5,98.0,Healthy,Low,Optimal Conditions
Tomato,19.39,52.31,55.0,19.93,6.15,132.4,41.4,61.1,98.0,Healthy,Low,Optimal Conditions
Tomato,12.95,68.47,73.76,10.77,6.8,84.2,46.7,110.3,82.3,Healthy,Low,Temperature Deviation
Tomato,18.1,51.47,51.17,5.5,6.51,57.7,24.4,93.8,98.0,Healthy,Low,Optimal Conditions
Tomato,24.88,56.99,65.59,19.01,5.57,80.0,78.4,76.7,98.0,Healthy,Low,Optimal Conditions
Tomato,21.98,63.61,84.54,5.62,5.64,59.0,28.6,42.8,98.0,Healthy,Low,Optimal Conditions
Tomato,19.96,52.61,86.7,7.16,5.91,49.6,84.6,94.3,98.0,Healthy,Low,Optimal Conditions
Tomato,15.36,75.46,49.07,10.83,6.08,69.6,54.0,46.1,82.6,Healthy,Low,Temperature Deviation
Tomato,27.83,50.84,89.45,5.72,6.08,79.2,21.5,29.2,98.0,Healthy,Low,Optimal Conditions
Tomato,27.74,57.6,68.3,15.56,6.98,102.6,37.0,26.7,98.0,Healthy,Low,Optimal Conditions
Tomato,20.1,52.73,41.22,19.04,7.34,26.1,23.8,29.6,98.0,Healthy,Low,Optimal Conditions
Tomato,20.04,68.92,44.21,8.18,5.66,137.6,83.5,90.2,98.0,Healthy,Low,Optimal Conditions
Tomato,19.9,54.43,62.15,16.52,6.03,57.3,58.0,40.0,98.0,Healthy,Low,Optimal Conditions
Tomato,30.78,32.07,23.52,13.5,6.81,124.4,81.4,82.6,52.9,At Risk,Moderate,Humidity Deviation
Tomato,15.68,39.48,52.43,28.1,7.39,32.8,60.5,74.7,79.3,Healthy,Low,Humidity Deviation
Tomato,2.71,93.19,5.31,41.54,5.62,82.6,40.4,19.7,5.0,High Risk,High,Temperature Deviation
Tomato,21.91,69.8,50.39,13.17,7.47,115.0,89.5,116.7,98.0,Healthy,Low,Optimal Conditions
Tomato,28.73,82.24,70.61,15.63,5.99,135.2,15.4,60.0,78.7,Healthy,Low,Humidity Deviation
Tomato,34.65,94.43,0.31,26.24,7.23,63.2,61.1,111.8,5.0,High Risk,High,Humidity Deviation
Tomato,23.67,65.29,77.88,12.88,6.75,110.9,77.3,95.0,98.0,Healthy,Low,Optimal Conditions
Tomato,27.97,58.69,41.22,10.44,5.76,34.6,32.5,20.6,98.0,Healthy,Low,Optimal Conditions
Tomato,12.89,66.3,57.68,29.41,6.2,86.3,61.4,58.5,82.1,Healthy,Low,Temperature Deviation
Tomato,33.38,98.9,147.92,55.49,6.79,133.5,32.5,77.5,5.0,High Risk,High,Humidity Deviation
Tomato,20.38,40.41,90.16,22.51,5.73,88.4,23.5,84.7,88.4,Healthy,Low,Humidity Deviation
Tomato,26.49,65.57,76.22,15.51,6.62,27.3,62.4,64.0,98.0,Healthy,Low,Optimal Conditions
Tomato,29.09,54.51,28.94,18.29,6.51,83.4,81.1,55.0,85.9,Healthy,Low,Rainfall Deviation
Tomato,34.63,98.71,177.92,35.72,5.8,70.7,87.1,58.2,5.0,High Risk,High,Rainfall Deviation
Tomato,22.45,50.24,46.66,17.75,7.46,39.0,52.8,116.5,98.0,Healthy,Low,Optimal Conditions
Tomato,19.86,68.54,75.28,7.28,6.29,26.8,44.6,96.7,98.0,Healthy,Low,Optimal Conditions
Tomato,30.09,56.23,69.77,19.67,6.8,26.0,62.3,104.4,91.6,Healthy,Low,Temperature Deviation
Tomato,12.02,22.9,212.05,26.23,7.08,126.1,64.9,43.1,9.1,High Risk,High,Rainfall Deviation
Tomato,21.82,66.67,57.39,5.51,6.05,138.8,64.1,109.6,98.0,Healthy,Low,Optimal Conditions
Tomato,21.04,48.66,104.39,31.89,5.65,132.4,33.2,87.4,92.0,Healthy,Low,Rainfall Deviation
Tomato,27.68,52.03,64.89,11.42,6.15,97.5,20.5,90.2,98.0,Healthy,Low,Optimal Conditions
Tomato,10.28,89.97,220.08,33.48,6.44,132.6,73.1,116.3,5.0,High Risk,High,Rainfall Deviation
Tomato,29.55,76.6,95.96,21.02,6.71,56.3,26.0,72.0,81.3,Healthy,Low,Humidity Deviation
Tomato,21.9,63.45,74.53,5.69,6.18,69.4,17.8,39.8,98.0,Healthy,Low,Optimal Conditions
Tomato,27.96,64.73,44.37,5.3,6.94,72.7,72.9,112.0,98.0,Healthy,Low,Optimal Conditions
Tomato,16.66,82.34,82.52,22.47,7.36,52.6,69.4,23.7,76.8,Healthy,Low,Humidity Deviation
Tomato,20.47,87.92,29.62,24.23,7.49,94.7,12.9,16.8,64.0,At Risk,Moderate,Humidity Deviation
Tomato,19.96,66.26,82.24,8.88,6.15,48.3,82.7,67.8,98.0,Healthy,Low,Optimal Conditions
Tomato,15.37,47.59,30.08,25.01,6.38,115.6,78.9,103.8,79.2,Healthy,Low,Temperature Deviation
Tomato,23.06,63.0,56.1,5.62,6.49,21.5,86.1,98.7,98.0,Healthy,Low,Optimal Conditions
Tomato,20.88,69.66,58.68,16.76,6.39,123.7,66.3,17.4,98.0,Healthy,Low,Optimal Conditions
Tomato,23.58,68.52,45.1,14.02,6.1,126.7,71.2,53.8,98.0,Healthy,Low,Optimal Conditions
Tomato,18.11,62.42,60.31,9.72,7.47,75.9,70.0,33.6,98.0,Healthy,Low,Optimal Conditions
Tomato,22.18,63.31,65.33,18.36,6.37,57.3,83.3,57.7,98.0,Healthy,Low,Optimal Conditions
Tomato,18.98,65.87,81.25,5.5,6.22,110.0,85.7,54.7,98.0,Healthy,Low,Optimal Conditions
Tomato,30.59,96.32,9.45,32.07,5.81,77.8,52.3,114.6,27.9,High Risk,High,Humidity Deviation
Tomato,24.0,60.53,65.81,18.1,5.91,24.9,63.8,51.2,98.0,Healthy,Low,Optimal Conditions
Tomato,20.51,56.19,70.84,7.59,6.33,77.9,46.7,117.3,98.0,Healthy,Low,Optimal Conditions
Tomato,27.51,61.64,79.79,11.46,6.41,125.5,81.7,40.1,98.0,Healthy,Low,Optimal Conditions
Tomato,22.96,68.01,56.12,14.78,6.92,113.4,55.1,57.3,98.0,Healthy,Low,Optimal Conditions
Tomato,7.7,21.22,2.45,56.23,5.99,27.7,53.0,103.8,5.0,High Risk,High,Temperature Deviation
Tomato,25.83,66.73,62.72,13.86,6.57,132.7,68.0,112.2,98.0,Healthy,Low,Optimal Conditions
Tomato,21.1,51.42,65.0,18.11,6.15,35.4,15.5,62.0,98.0,Healthy,Low,Optimal Conditions
Tomato,21.46,66.4,59.2,14.15,6.5,106.2,22.5,111.6,98.0,Healthy,Low,Optimal Conditions
Tomato,28.97,83.5,74.38,11.51,6.46,40.3,68.4,39.9,75.9,Healthy,Low,Humidity Deviation
Tomato,23.67,55.7,58.9,17.23,5.86,29.9,36.3,59.6,98.0,Healthy,Low,Optimal Conditions
Tomato,30.02,74.12,71.31,21.11,5.92,29.0,59.4,115.0,85.8,Healthy,Low,Temperature Deviation
Tomato,23.81,69.07,72.52,15.1,5.86,79.1,39.4,64.5,98.0,Healthy,Low,Optimal Conditions
Tomato,8.4,94.51,141.27,55.79,6.38,95.0,49.2,106.6,5.0,High Risk,High,Humidity Deviation
Tomato,14.5,41.88,36.6,18.95,7.42,82.7,54.3,113.9,75.0,Healthy,Low,Temperature Deviation
Tomato,38.56,14.74,5.78,38.39,6.73,117.6,12.1,62.3,5.0,High Risk,High,Temperature Deviation
Tomato,29.61,75.97,49.0,12.51,5.76,103.3,83.4,91.2,84.6,Healthy,Low,Humidity Deviation
Tomato,22.03,50.05,65.56,7.9,7.24,32.5,10.1,62.4,98.0,Healthy,Low,Optimal Conditions
Tomato,25.38,68.4,42.1,10.93,7.49,107.9,86.3,32.2,98.0,Healthy,Low,Optimal Conditions
Tomato,19.55,56.05,76.22,7.47,6.55,52.3,76.3,15.7,98.0,Healthy,Low,Optimal Conditions
Tomato,24.05,51.93,63.32,11.54,7.21,95.0,61.2,114.9,98.0,Healthy,Low,Optimal Conditions
Tomato,12.46,10.79,7.05,39.1,6.95,102.1,87.1,37.6,15.6,High Risk,High,Humidity Deviation
Tomato,15.82,74.77,50.28,15.66,6.21,45.7,55.7,88.2,85.2,Healthy,Low,Temperature Deviation
Tomato,20.24,44.74,85.77,26.13,6.63,52.6,21.6,78.6,93.7,Healthy,Low,Humidity Deviation
Tomato,14.39,73.93,50.01,29.87,5.83,77.2,59.6,77.6,81.5,Healthy,Low,Temperature Deviation
Tomato,30.92,14.89,5.7,55.5,6.52,87.8,10.5,37.6,5.0,High Risk,High,Rainfall Deviation
Tomato,25.55,52.91,83.45,14.65,5.96,38.9,60.2,109.6,98.0,Healthy,Low,Optimal Conditions
Tomato,30.62,89.96,39.85,31.05,7.01,40.5,76.4,72.9,59.5,At Risk,Moderate,Humidity Deviation
Tomato,5.49,91.27,7.29,50.11,6.13,113.8,24.0,97.2,5.0,High Risk,High,Temperature Deviation
Tomato,23.44,78.23,85.32,14.58,6.72,106.8,39.9,76.5,87.7,Healthy,Low,Humidity Deviation
Tomato,27.99,76.21,26.29,15.11,6.1,73.0,35.1,54.3,78.7,Healthy,Low,Rainfall Deviation
Tomato,12.23,61.44,78.96,25.33,7.3,58.4,46.9,39.1,79.8,Healthy,Low,Temperature Deviation
Tomato,25.78,54.01,79.67,11.44,7.49,43.7,17.4,22.9,98.0,Healthy,Low,Optimal Conditions
Tomato,34.01,90.01,2.48,41.57,6.86,96.1,44.2,109.4,5.0,High Risk,High,Rainfall Deviation
Tomato,20.1,73.22,32.09,27.33,6.86,89.3,39.5,36.5,88.2,Healthy,Low,Rainfall Deviation
Tomato,16.87,40.13,74.39,18.55,6.37,28.8,49.9,66.9,84.2,Healthy,Low,Humidity Deviation
Tomato,19.67,37.34,75.65,12.09,6.7,53.7,33.0,23.1,84.8,Healthy,Low,Humidity Deviation
Tomato,23.07,61.69,43.33,14.77,6.48,84.4,76.6,50.9,98.0,Healthy,Low,Optimal Conditions
Tomato,23.52,68.9,65.89,17.48,7.01,82.2,61.8,57.7,98.0,Healthy,Low,Optimal Conditions
Tomato,31.78,77.27,79.48,11.74,6.67,23.8,18.5,72.7,74.0,At Risk,Moderate,Temperature Deviation
Tomato,33.23,73.46,36.62,16.82,6.98,23.0,82.2,22.4,70.9,At Risk,Moderate,Temperature Deviation
Tomato,18.81,65.38,47.07,18.27,6.56,133.8,33.2,62.7,98.0,Healthy,Low,Optimal Conditions
Tomato,21.41,52.4,45.75,16.87,6.04,71.8,40.3,81.5,98.0,Healthy,Low,Optimal Conditions
Tomato,14.26,90.95,0.16,57.77,7.12,38.7,41.1,85.2,5.0,High Risk,High,Rainfall Deviation
Tomato,10.75,18.86,193.89,33.89,5.96,93.4,51.8,15.8,5.0,High Risk,High,Rainfall Deviation
Tomato,37.18,19.1,160.7,45.51,6.07,137.4,31.1,64.3,5.0,High Risk,High,Temperature Deviation
Tomato,3.1,24.29,181.37,42.09,6.4,59.8,86.6,101.4,5.0,High Risk,High,Temperature Deviation
Tomato,30.13,52.12,24.13,13.71,6.18,39.7,32.7,93.0,77.6,Healthy,Low,Rainfall Deviation
Tomato,25.74,45.78,18.12,18.03,6.46,42.4,19.6,106.4,75.8,Healthy,Low,Rainfall Deviation
Tomato,8.53,97.65,9.72,54.91,6.46,94.5,16.3,67.2,5.0,High Risk,High,Humidity Deviation
Tomato,17.92,49.37,92.99,20.42,6.09,116.2,65.7,113.4,97.6,Healthy,Low,Optimal Conditions
Tomato,24.49,54.88,85.18,6.49,6.81,114.9,38.4,115.2,98.0,Healthy,Low,Optimal Conditions
Tomato,35.99,12.6,9.67,28.64,5.56,30.6,77.7,83.4,11.5,High Risk,High,Temperature Deviation
Tomato,33.29,95.46,135.53,55.3,6.38,65.7,84.6,90.1,5.0,High Risk,High,Humidity Deviation
Tomato,18.1,17.68,143.39,55.46,6.27,98.8,70.6,35.0,21.3,High Risk,High,Humidity Deviation
Tomato,19.09,62.04,80.05,14.16,5.86,85.6,76.8,46.8,98.0,Healthy,Low,Optimal Conditions
Tomato,13.94,11.58,8.81,43.31,5.93,106.2,16.8,75.2,16.0,High Risk,High,Humidity Deviation
Tomato,25.1,70.42,85.42,19.56,6.63,22.7,89.2,73.5,98.0,Healthy,Low,Optimal Conditions
Tomato,23.9,58.74,41.2,18.87,5.52,89.3,86.9,39.9,98.0,Healthy,Low,Optimal Conditions
Tomato,18.0,51.33,42.24,17.34,7.17,107.2,38.2,101.2,98.0,Healthy,Low,Optimal Conditions
Tomato,15.0,38.21,100.11,27.48,6.01,83.5,86.8,24.4,70.8,At Risk,Moderate,Humidity Deviation
Tomato,27.77,40.94,51.56,13.04,5.58,36.4,32.9,41.6,89.1,Healthy,Low,Humidity Deviation
Tomato,33.76,68.42,83.44,29.85,6.8,67.8,16.7,45.5,77.0,Healthy,Low,Temperature Deviation
Tomato,21.91,53.46,99.87,17.09,6.16,87.6,78.2,55.5,95.6,Healthy,Low,Optimal Conditions
Tomato,21.74,54.15,86.96,15.46,5.6,55.2,14.0,102.2,98.0,Healthy,Low,Optimal Conditions
Tomato,37.54,22.74,137.71,30.16,6.51,74.7,89.8,79.2,10.6,High Risk,High,Temperature Deviation
Tomato,23.16,76.34,60.81,31.23,6.75,38.3,23.8,74.8,90.5,Healthy,Low,Humidity Deviation
Tomato,25.74,60.92,61.67,19.44,6.28,68.1,63.3,100.0,98.0,Healthy,Low,Optimal Conditions
Tomato,19.52,76.56,34.23,14.68,6.32,139.0,10.1,35.7,85.1,Healthy,Low,Humidity Deviation
Tomato,25.17,57.05,62.86,7.23,6.31,32.4,52.6,25.3,98.0,Healthy,Low,Optimal Conditions
Tomato,23.67,36.24,52.87,29.32,6.4,34.7,40.2,29.3,83.5,Healthy,Low,Humidity Deviation
Tomato,25.52,54.77,40.1,18.09,6.39,48.7,31.0,40.3,98.0,Healthy,Low,Optimal Conditions
Tomato,26.41,53.41,68.09,6.16,7.4,92.4,82.3,56.8,98.0,Healthy,Low,Optimal Conditions
Potato,7.99,21.56,222.51,58.37,4.7,84.3,35.0,38.7,5.0,High Risk,High,Rainfall Deviation
Potato,25.86,98.0,30.82,17.37,5.77,107.9,25.8,37.9,52.1,At Risk,Moderate,Humidity Deviation
Potato,15.33,90.54,91.84,16.43,5.88,58.3,43.9,66.7,81.8,Healthy,Low,Humidity Deviation
